[Wed Oct 15 13:21:00 PDT 2025] Running BasketballDrive_1920x1072_50 mode=PSNR lambda=512
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
Frame 9 PSNR = 33.654182
Frame 8 PSNR = 33.36429
Frame 15 PSNR = 34.74684
Frame 16 PSNR = 34.286263
Frame 17 PSNR = 34.130096
Frame 18 PSNR = 33.990067
Frame 19 PSNR = 33.866917
Frame 20 PSNR = 33.644848
Frame 27 PSNR = 36.27300894275247
Frame 26 PSNR = 34.579887
Frame 25 PSNR = 34.26555
Frame 24 PSNR = 34.198627
Frame 23 PSNR = 34.09048
Frame 22 PSNR = 33.962597
Frame 21 PSNR = 33.64814
Frame 28 PSNR = 34.44944
Frame 29 PSNR = 34.095688
Frame 30 PSNR = 33.85806
Frame 31 PSNR = 33.802567
Frame 32 PSNR = 33.805195
Frame 33 PSNR = 33.50313
Frame 40 PSNR = 35.994406050147305
Frame 39 PSNR = 34.73229
Frame 38 PSNR = 34.308945
Frame 37 PSNR = 34.069218
Frame 36 PSNR = 33.83137
Frame 35 PSNR = 33.673183
Frame 34 PSNR = 33.42479
Frame 41 PSNR = 34.630898
Frame 42 PSNR = 34.190372
Frame 43 PSNR = 33.822628
Frame 44 PSNR = 33.59774
Frame 45 PSNR = 33.24348
Frame 46 PSNR = 32.903008
Frame 53 PSNR = 35.48786576701133
Frame 52 PSNR = 33.83748
Frame 51 PSNR = 33.607265
Frame 50 PSNR = 33.39896
Frame 49 PSNR = 33.25267
Frame 48 PSNR = 33.173576
Frame 47 PSNR = 32.99043
Frame 54 PSNR = 33.79344
Frame 55 PSNR = 33.36511
Frame 56 PSNR = 33.248512
Frame 57 PSNR = 32.938454
Frame 58 PSNR = 32.502026
Frame 59 PSNR = 32.26639
Frame 66 PSNR = 34.92376291894387
Frame 65 PSNR = 33.35335
Frame 64 PSNR = 32.830444
Frame 63 PSNR = 32.669018
Frame 62 PSNR = 32.485916
Frame 61 PSNR = 32.307735
Frame 60 PSNR = 32.138477
Frame 67 PSNR = 33.091072
Frame 68 PSNR = 32.340477
Frame 69 PSNR = 31.934607
Frame 70 PSNR = 31.873142
Frame 71 PSNR = 31.885794
Frame 72 PSNR = 31.904465
Frame 79 PSNR = 35.04674216173855
Frame 78 PSNR = 33.49558
Frame 77 PSNR = 32.674767
Frame 76 PSNR = 32.556343
Frame 75 PSNR = 32.537766
Frame 74 PSNR = 32.324158
Frame 73 PSNR = 31.952505
Frame 80 PSNR = 33.663754
Frame 81 PSNR = 33.331158
Frame 82 PSNR = 33.16213
Frame 83 PSNR = 33.162174
Frame 84 PSNR = 33.05885
Frame 85 PSNR = 32.886734
Frame 92 PSNR = 35.64679509724404
Frame 91 PSNR = 34.107903
Frame 90 PSNR = 33.79026
Frame 89 PSNR = 33.59702
Frame 88 PSNR = 33.39504
Frame 87 PSNR = 33.186996
Frame 86 PSNR = 32.898144
Frame 93 PSNR = 33.903152
Frame 94 PSNR = 33.673027
Frame 95 PSNR = 33.548653
Frame 96 PSNR = 33.127964
Frame 97 PSNR = 33.127666
Frame 98 PSNR = 32.941624
Frame 99 PSNR = 33.02639
Frame 100 PSNR = 33.15677
Average PSNR: 33.6281192122015
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:524: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:532: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Frame 3 mv_bits = 45312
Frame 4 mv_bits = 43120
Frame 5 mv_bits = 41672
Frame 6 mv_bits = 41424
Frame 7 mv_bits = 41352
Frame 12 mv_bits = 45584
Frame 11 mv_bits = 43224
Frame 10 mv_bits = 42480
Frame 9 mv_bits = 41688
Frame 8 mv_bits = 41040
Frame 16 mv_bits = 42296
Frame 17 mv_bits = 39240
Frame 18 mv_bits = 38344
Frame 19 mv_bits = 38248
Frame 20 mv_bits = 39312
Frame 25 mv_bits = 45320
Frame 24 mv_bits = 42816
Frame 23 mv_bits = 41432
Frame 22 mv_bits = 41104
Frame 21 mv_bits = 40576
Frame 29 mv_bits = 42800
Frame 30 mv_bits = 39976
Frame 31 mv_bits = 38960
Frame 32 mv_bits = 40360
Frame 33 mv_bits = 39464
Frame 38 mv_bits = 41200
Frame 37 mv_bits = 39568
Frame 36 mv_bits = 39632
Frame 35 mv_bits = 40504
Frame 34 mv_bits = 40192
Frame 42 mv_bits = 41104
Frame 43 mv_bits = 37344
Frame 44 mv_bits = 37272
Frame 45 mv_bits = 36720
Frame 46 mv_bits = 38616
Frame 51 mv_bits = 40312
Frame 50 mv_bits = 38032
Frame 49 mv_bits = 36288
Frame 48 mv_bits = 35976
Frame 47 mv_bits = 36584
Frame 55 mv_bits = 42272
Frame 56 mv_bits = 38944
Frame 57 mv_bits = 37808
Frame 58 mv_bits = 38280
Frame 59 mv_bits = 39600
Frame 64 mv_bits = 41680
Frame 63 mv_bits = 37448
Frame 62 mv_bits = 40200
Frame 61 mv_bits = 37856
Frame 60 mv_bits = 38072
Frame 68 mv_bits = 37712
Frame 69 mv_bits = 37696
Frame 70 mv_bits = 36336
Frame 71 mv_bits = 36152
Frame 72 mv_bits = 37184
Frame 77 mv_bits = 41920
Frame 76 mv_bits = 39080
Frame 75 mv_bits = 37440
Frame 74 mv_bits = 36304
Frame 73 mv_bits = 35536
Frame 81 mv_bits = 41304
Frame 82 mv_bits = 40504
Frame 83 mv_bits = 39824
Frame 84 mv_bits = 38744
Frame 85 mv_bits = 38296
Frame 90 mv_bits = 39728
Frame 89 mv_bits = 37072
Frame 88 mv_bits = 36232
Frame 87 mv_bits = 36640
Frame 86 mv_bits = 36688
Frame 94 mv_bits = 44008
Frame 95 mv_bits = 42032
Frame 96 mv_bits = 41160
Frame 97 mv_bits = 40744
Frame 98 mv_bits = 39896
Frame 99 mv_bits = 58592
Frame 100 mv_bits = 47088
Frame 3 res_bits = 105624
Frame 4 res_bits = 102256
Frame 5 res_bits = 97336
Frame 6 res_bits = 90184
Frame 7 res_bits = 83128
Frame 12 res_bits = 109440
Frame 11 res_bits = 104576
Frame 10 res_bits = 100224
Frame 9 res_bits = 94192
Frame 8 res_bits = 83472
Frame 16 res_bits = 106424
Frame 17 res_bits = 99808
Frame 18 res_bits = 95112
Frame 19 res_bits = 88264
Frame 20 res_bits = 78632
Frame 25 res_bits = 110288
Frame 24 res_bits = 103688
Frame 23 res_bits = 99120
Frame 22 res_bits = 90952
Frame 21 res_bits = 80440
Frame 29 res_bits = 109424
Frame 30 res_bits = 100024
Frame 31 res_bits = 96600
Frame 32 res_bits = 87216
Frame 33 res_bits = 75672
Frame 38 res_bits = 101352
Frame 37 res_bits = 98088
Frame 36 res_bits = 98096
Frame 35 res_bits = 91000
Frame 34 res_bits = 78096
Frame 42 res_bits = 98496
Frame 43 res_bits = 94768
Frame 44 res_bits = 89424
Frame 45 res_bits = 83640
Frame 46 res_bits = 74168
Frame 51 res_bits = 97136
Frame 50 res_bits = 96128
Frame 49 res_bits = 91488
Frame 48 res_bits = 82168
Frame 47 res_bits = 72400
Frame 55 res_bits = 100344
Frame 56 res_bits = 99792
Frame 57 res_bits = 95008
Frame 58 res_bits = 92688
Frame 59 res_bits = 83008
Frame 64 res_bits = 101368
Frame 63 res_bits = 99272
Frame 62 res_bits = 96584
Frame 61 res_bits = 92944
Frame 60 res_bits = 83800
Frame 68 res_bits = 116992
Frame 69 res_bits = 108280
Frame 70 res_bits = 97544
Frame 71 res_bits = 90672
Frame 72 res_bits = 78176
Frame 77 res_bits = 114048
Frame 76 res_bits = 105568
Frame 75 res_bits = 96504
Frame 74 res_bits = 87568
Frame 73 res_bits = 75240
Frame 81 res_bits = 101976
Frame 82 res_bits = 98312
Frame 83 res_bits = 94048
Frame 84 res_bits = 82744
Frame 85 res_bits = 70384
Frame 90 res_bits = 91432
Frame 89 res_bits = 86768
Frame 88 res_bits = 82376
Frame 87 res_bits = 77256
Frame 86 res_bits = 67160
Frame 94 res_bits = 100768
Frame 95 res_bits = 100768
Frame 96 res_bits = 97168
Frame 97 res_bits = 87008
Frame 98 res_bits = 77328
Frame 99 res_bits = 153864
Frame 100 res_bits = 107688
Average bpp: 0.08179240516169155
