[Tue Oct 14 12:38:20 PDT 2025] Running PartyScene_832x480_50 mode=PSNR lambda=2048
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
Frame 9 PSNR = 29.503986
Frame 8 PSNR = 29.167952
Frame 15 PSNR = 31.88836
Frame 16 PSNR = 30.758127
Frame 17 PSNR = 30.175411
Frame 18 PSNR = 29.730516
Frame 19 PSNR = 29.397009
Frame 20 PSNR = 29.085075
Frame 27 PSNR = 40.353455718111235
Frame 26 PSNR = 31.75507
Frame 25 PSNR = 30.750969
Frame 24 PSNR = 30.136284
Frame 23 PSNR = 29.726555
Frame 22 PSNR = 29.398663
Frame 21 PSNR = 29.067204
Frame 28 PSNR = 31.913572
Frame 29 PSNR = 30.926205
Frame 30 PSNR = 30.41445
Frame 31 PSNR = 30.131683
Frame 32 PSNR = 29.89356
Frame 33 PSNR = 29.665213
Frame 40 PSNR = 40.430185631098354
Frame 39 PSNR = 33.46982
Frame 38 PSNR = 32.503544
Frame 37 PSNR = 31.480389
Frame 36 PSNR = 30.738024
Frame 35 PSNR = 30.220953
Frame 34 PSNR = 29.702492
Frame 41 PSNR = 33.505646
Frame 42 PSNR = 32.5108
Frame 43 PSNR = 31.850878
Frame 44 PSNR = 31.372885
Frame 45 PSNR = 30.94114
Frame 46 PSNR = 30.510307
Frame 53 PSNR = 40.38894211335599
Frame 52 PSNR = 32.48867
Frame 51 PSNR = 31.72949
Frame 50 PSNR = 31.175535
Frame 49 PSNR = 30.819523
Frame 48 PSNR = 30.421604
Frame 47 PSNR = 30.187296
Frame 54 PSNR = 32.462738
Frame 55 PSNR = 31.41842
Frame 56 PSNR = 30.888641
Frame 57 PSNR = 30.52685
Frame 58 PSNR = 30.21977
Frame 59 PSNR = 29.945377
Frame 66 PSNR = 40.38595198127816
Frame 65 PSNR = 32.592476
Frame 64 PSNR = 31.53829
Frame 63 PSNR = 30.998556
Frame 62 PSNR = 30.5843
Frame 61 PSNR = 30.179228
Frame 60 PSNR = 29.84986
Frame 67 PSNR = 32.576485
Frame 68 PSNR = 31.651384
Frame 69 PSNR = 31.03135
Frame 70 PSNR = 30.74035
Frame 71 PSNR = 30.555565
Frame 72 PSNR = 30.315277
Frame 79 PSNR = 40.42337970826867
Frame 78 PSNR = 33.559006
Frame 77 PSNR = 32.477974
Frame 76 PSNR = 31.699896
Frame 75 PSNR = 31.152382
Frame 74 PSNR = 30.743484
Frame 73 PSNR = 30.254028
Frame 80 PSNR = 33.535744
Frame 81 PSNR = 32.496235
Frame 82 PSNR = 31.85154
Frame 83 PSNR = 31.478271
Frame 84 PSNR = 31.147217
Frame 85 PSNR = 30.760174
Frame 92 PSNR = 40.466713745613454
Frame 91 PSNR = 33.67058
Frame 90 PSNR = 32.69612
Frame 89 PSNR = 31.938103
Frame 88 PSNR = 31.542439
Frame 87 PSNR = 31.107601
Frame 86 PSNR = 30.77724
Frame 93 PSNR = 33.434685
Frame 94 PSNR = 32.381805
Frame 95 PSNR = 31.635254
Frame 96 PSNR = 31.058834
Frame 97 PSNR = 30.612768
Frame 98 PSNR = 30.236872
Frame 99 PSNR = 29.949247
Frame 100 PSNR = 29.829641
Average PSNR: 31.955499893478773
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:524: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:532: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Frame 3 mv_bits = 256
Frame 4 mv_bits = 84448
Frame 5 mv_bits = 27552
Frame 6 mv_bits = 26048
Frame 7 mv_bits = 24408
Frame 12 mv_bits = 26520
Frame 11 mv_bits = 24728
Frame 10 mv_bits = 25208
Frame 9 mv_bits = 24416
Frame 8 mv_bits = 23416
Frame 16 mv_bits = 25712
Frame 17 mv_bits = 24336
Frame 18 mv_bits = 24128
Frame 19 mv_bits = 24240
Frame 20 mv_bits = 22768
Frame 25 mv_bits = 26296
Frame 24 mv_bits = 24104
Frame 23 mv_bits = 25088
Frame 22 mv_bits = 23360
Frame 21 mv_bits = 23464
Frame 29 mv_bits = 25472
Frame 30 mv_bits = 23744
Frame 31 mv_bits = 23640
Frame 32 mv_bits = 22816
Frame 33 mv_bits = 22968
Frame 38 mv_bits = 22208
Frame 37 mv_bits = 21584
Frame 36 mv_bits = 21312
Frame 35 mv_bits = 21496
Frame 34 mv_bits = 23064
Frame 42 mv_bits = 22192
Frame 43 mv_bits = 19152
Frame 44 mv_bits = 19424
Frame 45 mv_bits = 18264
Frame 46 mv_bits = 18896
Frame 51 mv_bits = 24080
Frame 50 mv_bits = 21768
Frame 49 mv_bits = 22416
Frame 48 mv_bits = 19872
Frame 47 mv_bits = 19648
Frame 55 mv_bits = 23912
Frame 56 mv_bits = 22384
Frame 57 mv_bits = 21616
Frame 58 mv_bits = 20016
Frame 59 mv_bits = 20096
Frame 64 mv_bits = 24112
Frame 63 mv_bits = 21760
Frame 62 mv_bits = 21904
Frame 61 mv_bits = 21632
Frame 60 mv_bits = 20352
Frame 68 mv_bits = 23600
Frame 69 mv_bits = 21016
Frame 70 mv_bits = 20648
Frame 71 mv_bits = 20376
Frame 72 mv_bits = 18664
Frame 77 mv_bits = 21888
Frame 76 mv_bits = 20560
Frame 75 mv_bits = 21240
Frame 74 mv_bits = 20296
Frame 73 mv_bits = 19568
Frame 81 mv_bits = 22480
Frame 82 mv_bits = 19528
Frame 83 mv_bits = 20016
Frame 84 mv_bits = 18240
Frame 85 mv_bits = 18096
Frame 90 mv_bits = 22112
Frame 89 mv_bits = 19472
Frame 88 mv_bits = 19736
Frame 87 mv_bits = 18408
Frame 86 mv_bits = 18216
Frame 94 mv_bits = 22856
Frame 95 mv_bits = 20328
Frame 96 mv_bits = 21376
Frame 97 mv_bits = 19712
Frame 98 mv_bits = 21528
Frame 99 mv_bits = 24424
Frame 100 mv_bits = 23840
Frame 3 res_bits = 1984
Frame 4 res_bits = 204384
Frame 5 res_bits = 96608
Frame 6 res_bits = 84040
Frame 7 res_bits = 75536
Frame 12 res_bits = 80256
Frame 11 res_bits = 83832
Frame 10 res_bits = 83840
Frame 9 res_bits = 79928
Frame 8 res_bits = 73168
Frame 16 res_bits = 80792
Frame 17 res_bits = 84976
Frame 18 res_bits = 82272
Frame 19 res_bits = 79352
Frame 20 res_bits = 72040
Frame 25 res_bits = 79192
Frame 24 res_bits = 82112
Frame 23 res_bits = 81352
Frame 22 res_bits = 78424
Frame 21 res_bits = 71592
Frame 29 res_bits = 76288
Frame 30 res_bits = 76288
Frame 31 res_bits = 74520
Frame 32 res_bits = 70872
Frame 33 res_bits = 64024
Frame 38 res_bits = 60504
Frame 37 res_bits = 76832
Frame 36 res_bits = 71272
Frame 35 res_bits = 66912
Frame 34 res_bits = 64952
Frame 42 res_bits = 57192
Frame 43 res_bits = 59680
Frame 44 res_bits = 57608
Frame 45 res_bits = 54936
Frame 46 res_bits = 50288
Frame 51 res_bits = 66184
Frame 50 res_bits = 67584
Frame 49 res_bits = 65784
Frame 48 res_bits = 61768
Frame 47 res_bits = 52328
Frame 55 res_bits = 70224
Frame 56 res_bits = 73432
Frame 57 res_bits = 71920
Frame 58 res_bits = 66536
Frame 59 res_bits = 58696
Frame 64 res_bits = 69712
Frame 63 res_bits = 71528
Frame 62 res_bits = 70848
Frame 61 res_bits = 68976
Frame 60 res_bits = 61608
Frame 68 res_bits = 70160
Frame 69 res_bits = 71512
Frame 70 res_bits = 68120
Frame 71 res_bits = 62704
Frame 72 res_bits = 55064
Frame 77 res_bits = 63632
Frame 76 res_bits = 67824
Frame 75 res_bits = 67248
Frame 74 res_bits = 62728
Frame 73 res_bits = 56792
Frame 81 res_bits = 60864
Frame 82 res_bits = 63112
Frame 83 res_bits = 59432
Frame 84 res_bits = 55544
Frame 85 res_bits = 49376
Frame 90 res_bits = 56768
Frame 89 res_bits = 60512
Frame 88 res_bits = 57544
Frame 87 res_bits = 56344
Frame 86 res_bits = 49992
Frame 94 res_bits = 62344
Frame 95 res_bits = 62808
Frame 96 res_bits = 63344
Frame 97 res_bits = 61192
Frame 98 res_bits = 57016
Frame 99 res_bits = 99336
Frame 100 res_bits = 81256
Average bpp: 0.5040124198717948
