[Wed Oct 15 11:39:31 PDT 2025] Running BasketballDrive_1920x1072_50 mode=PSNR lambda=256
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
Frame 9 PSNR = 31.833466
Frame 8 PSNR = 31.554817
Frame 15 PSNR = 33.52129
Frame 16 PSNR = 33.11569
Frame 17 PSNR = 32.724583
Frame 18 PSNR = 32.474213
Frame 19 PSNR = 32.406677
Frame 20 PSNR = 32.15608
Frame 27 PSNR = 34.62584331171576
Frame 26 PSNR = 33.122078
Frame 25 PSNR = 32.764545
Frame 24 PSNR = 32.263172
Frame 23 PSNR = 32.12886
Frame 22 PSNR = 31.990076
Frame 21 PSNR = 31.61216
Frame 28 PSNR = 33.11264
Frame 29 PSNR = 32.52232
Frame 30 PSNR = 32.22828
Frame 31 PSNR = 32.203053
Frame 32 PSNR = 32.254513
Frame 33 PSNR = 31.869707
Frame 40 PSNR = 34.28277929532892
Frame 39 PSNR = 33.234394
Frame 38 PSNR = 32.563557
Frame 37 PSNR = 32.25288
Frame 36 PSNR = 31.952778
Frame 35 PSNR = 31.673832
Frame 34 PSNR = 31.378645
Frame 41 PSNR = 33.296734
Frame 42 PSNR = 32.630787
Frame 43 PSNR = 32.251083
Frame 44 PSNR = 31.90645
Frame 45 PSNR = 31.530293
Frame 46 PSNR = 31.116533
Frame 53 PSNR = 33.75115149295683
Frame 52 PSNR = 32.135185
Frame 51 PSNR = 31.742588
Frame 50 PSNR = 31.40703
Frame 49 PSNR = 31.181423
Frame 48 PSNR = 31.173336
Frame 47 PSNR = 30.963753
Frame 54 PSNR = 32.337368
Frame 55 PSNR = 31.840523
Frame 56 PSNR = 31.626724
Frame 57 PSNR = 31.354502
Frame 58 PSNR = 30.780602
Frame 59 PSNR = 30.500937
Frame 66 PSNR = 33.11911428741266
Frame 65 PSNR = 31.849976
Frame 64 PSNR = 31.262947
Frame 63 PSNR = 31.035097
Frame 62 PSNR = 30.67569
Frame 61 PSNR = 30.329136
Frame 60 PSNR = 30.068703
Frame 67 PSNR = 31.247602
Frame 68 PSNR = 30.207306
Frame 69 PSNR = 29.819118
Frame 70 PSNR = 29.843391
Frame 71 PSNR = 29.884531
Frame 72 PSNR = 29.806044
Frame 79 PSNR = 33.22704119274439
Frame 78 PSNR = 32.02247
Frame 77 PSNR = 30.87672
Frame 76 PSNR = 30.825113
Frame 75 PSNR = 30.769133
Frame 74 PSNR = 30.464863
Frame 73 PSNR = 30.023
Frame 80 PSNR = 32.306763
Frame 81 PSNR = 31.699884
Frame 82 PSNR = 31.43416
Frame 83 PSNR = 31.501024
Frame 84 PSNR = 31.29058
Frame 85 PSNR = 31.020935
Frame 92 PSNR = 33.885428956799835
Frame 91 PSNR = 32.585846
Frame 90 PSNR = 32.161156
Frame 89 PSNR = 31.8725
Frame 88 PSNR = 31.644876
Frame 87 PSNR = 31.388153
Frame 86 PSNR = 31.19307
Frame 93 PSNR = 32.344685
Frame 94 PSNR = 31.944675
Frame 95 PSNR = 31.717907
Frame 96 PSNR = 31.119846
Frame 97 PSNR = 31.122309
Frame 98 PSNR = 30.926918
Frame 99 PSNR = 31.086979
Frame 100 PSNR = 31.1223
Average PSNR: 31.921278333760903
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:524: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:532: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Frame 3 mv_bits = 37712
Frame 4 mv_bits = 36008
Frame 5 mv_bits = 34568
Frame 6 mv_bits = 35376
Frame 7 mv_bits = 34360
Frame 12 mv_bits = 37504
Frame 11 mv_bits = 33568
Frame 10 mv_bits = 34152
Frame 9 mv_bits = 33368
Frame 8 mv_bits = 33960
Frame 16 mv_bits = 34792
Frame 17 mv_bits = 33624
Frame 18 mv_bits = 33016
Frame 19 mv_bits = 32056
Frame 20 mv_bits = 32728
Frame 25 mv_bits = 37184
Frame 24 mv_bits = 34424
Frame 23 mv_bits = 33120
Frame 22 mv_bits = 33024
Frame 21 mv_bits = 32728
Frame 29 mv_bits = 36264
Frame 30 mv_bits = 33216
Frame 31 mv_bits = 33304
Frame 32 mv_bits = 33168
Frame 33 mv_bits = 33016
Frame 38 mv_bits = 34544
Frame 37 mv_bits = 31744
Frame 36 mv_bits = 32264
Frame 35 mv_bits = 32512
Frame 34 mv_bits = 32184
Frame 42 mv_bits = 35928
Frame 43 mv_bits = 32768
Frame 44 mv_bits = 32760
Frame 45 mv_bits = 32080
Frame 46 mv_bits = 33256
Frame 51 mv_bits = 37080
Frame 50 mv_bits = 36608
Frame 49 mv_bits = 34080
Frame 48 mv_bits = 32424
Frame 47 mv_bits = 32896
Frame 55 mv_bits = 37072
Frame 56 mv_bits = 34992
Frame 57 mv_bits = 33080
Frame 58 mv_bits = 34000
Frame 59 mv_bits = 33336
Frame 64 mv_bits = 36744
Frame 63 mv_bits = 33248
Frame 62 mv_bits = 38720
Frame 61 mv_bits = 35424
Frame 60 mv_bits = 36304
Frame 68 mv_bits = 36512
Frame 69 mv_bits = 34600
Frame 70 mv_bits = 34432
Frame 71 mv_bits = 32824
Frame 72 mv_bits = 33896
Frame 77 mv_bits = 38552
Frame 76 mv_bits = 34944
Frame 75 mv_bits = 34240
Frame 74 mv_bits = 32360
Frame 73 mv_bits = 31984
Frame 81 mv_bits = 36784
Frame 82 mv_bits = 36504
Frame 83 mv_bits = 35728
Frame 84 mv_bits = 34336
Frame 85 mv_bits = 34768
Frame 90 mv_bits = 34392
Frame 89 mv_bits = 34512
Frame 88 mv_bits = 33840
Frame 87 mv_bits = 33152
Frame 86 mv_bits = 33904
Frame 94 mv_bits = 37432
Frame 95 mv_bits = 36800
Frame 96 mv_bits = 35104
Frame 97 mv_bits = 33864
Frame 98 mv_bits = 33184
Frame 99 mv_bits = 88176
Frame 100 mv_bits = 46640
Frame 3 res_bits = 60920
Frame 4 res_bits = 61000
Frame 5 res_bits = 57832
Frame 6 res_bits = 53000
Frame 7 res_bits = 48504
Frame 12 res_bits = 63720
Frame 11 res_bits = 63424
Frame 10 res_bits = 59552
Frame 9 res_bits = 55968
Frame 8 res_bits = 48080
Frame 16 res_bits = 57152
Frame 17 res_bits = 53544
Frame 18 res_bits = 50656
Frame 19 res_bits = 44864
Frame 20 res_bits = 39560
Frame 25 res_bits = 63984
Frame 24 res_bits = 64480
Frame 23 res_bits = 57160
Frame 22 res_bits = 50584
Frame 21 res_bits = 41808
Frame 29 res_bits = 59232
Frame 30 res_bits = 55120
Frame 31 res_bits = 52008
Frame 32 res_bits = 47320
Frame 33 res_bits = 41640
Frame 38 res_bits = 59632
Frame 37 res_bits = 57472
Frame 36 res_bits = 55768
Frame 35 res_bits = 50496
Frame 34 res_bits = 41776
Frame 42 res_bits = 58080
Frame 43 res_bits = 56920
Frame 44 res_bits = 54272
Frame 45 res_bits = 49952
Frame 46 res_bits = 44768
Frame 51 res_bits = 66048
Frame 50 res_bits = 62776
Frame 49 res_bits = 58760
Frame 48 res_bits = 51648
Frame 47 res_bits = 45152
Frame 55 res_bits = 64072
Frame 56 res_bits = 62912
Frame 57 res_bits = 59360
Frame 58 res_bits = 58488
Frame 59 res_bits = 52672
Frame 64 res_bits = 70080
Frame 63 res_bits = 66776
Frame 62 res_bits = 65688
Frame 61 res_bits = 60384
Frame 60 res_bits = 54992
Frame 68 res_bits = 76520
Frame 69 res_bits = 68992
Frame 70 res_bits = 62608
Frame 71 res_bits = 58328
Frame 72 res_bits = 51664
Frame 77 res_bits = 73456
Frame 76 res_bits = 69776
Frame 75 res_bits = 63584
Frame 74 res_bits = 56288
Frame 73 res_bits = 52176
Frame 81 res_bits = 65224
Frame 82 res_bits = 63696
Frame 83 res_bits = 58680
Frame 84 res_bits = 53384
Frame 85 res_bits = 44264
Frame 90 res_bits = 58976
Frame 89 res_bits = 55568
Frame 88 res_bits = 53112
Frame 87 res_bits = 48168
Frame 86 res_bits = 43752
Frame 94 res_bits = 63792
Frame 95 res_bits = 63416
Frame 96 res_bits = 59184
Frame 97 res_bits = 52568
Frame 98 res_bits = 45928
Frame 99 res_bits = 114528
Frame 100 res_bits = 68296
Average bpp: 0.055497007151741294
