[Tue Oct 14 20:03:47 PDT 2025] Running Johnny_1280x720_60 mode=PSNR lambda=2048
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
Frame 9 PSNR = 39.496628
Frame 8 PSNR = 39.33016
Frame 15 PSNR = 39.71503
Frame 16 PSNR = 40.010445
Frame 17 PSNR = 39.714176
Frame 18 PSNR = 39.696625
Frame 19 PSNR = 39.41511
Frame 20 PSNR = 39.374237
Frame 27 PSNR = 42.26295693133807
Frame 26 PSNR = 39.98649
Frame 25 PSNR = 40.136208
Frame 24 PSNR = 39.848614
Frame 23 PSNR = 39.752853
Frame 22 PSNR = 39.54252
Frame 21 PSNR = 39.357754
Frame 28 PSNR = 40.006424
Frame 29 PSNR = 40.31235
Frame 30 PSNR = 39.920822
Frame 31 PSNR = 39.979458
Frame 32 PSNR = 39.83444
Frame 33 PSNR = 39.56906
Frame 40 PSNR = 42.234129489171146
Frame 39 PSNR = 39.912006
Frame 38 PSNR = 40.19133
Frame 37 PSNR = 39.9301
Frame 36 PSNR = 39.917484
Frame 35 PSNR = 39.588364
Frame 34 PSNR = 39.460342
Frame 41 PSNR = 39.85025
Frame 42 PSNR = 40.03738
Frame 43 PSNR = 39.668785
Frame 44 PSNR = 39.714584
Frame 45 PSNR = 39.455177
Frame 46 PSNR = 39.203484
Frame 53 PSNR = 42.197440872845526
Frame 52 PSNR = 39.706158
Frame 51 PSNR = 39.829353
Frame 50 PSNR = 39.66569
Frame 49 PSNR = 39.596607
Frame 48 PSNR = 39.400986
Frame 47 PSNR = 39.057034
Frame 54 PSNR = 39.685406
Frame 55 PSNR = 39.92435
Frame 56 PSNR = 39.63406
Frame 57 PSNR = 39.600704
Frame 58 PSNR = 39.364956
Frame 59 PSNR = 39.224075
Frame 66 PSNR = 42.205766308164414
Frame 65 PSNR = 39.88076
Frame 64 PSNR = 40.060097
Frame 63 PSNR = 39.739246
Frame 62 PSNR = 39.638645
Frame 61 PSNR = 39.437042
Frame 60 PSNR = 39.23335
Frame 67 PSNR = 39.862488
Frame 68 PSNR = 40.171555
Frame 69 PSNR = 39.81009
Frame 70 PSNR = 39.78548
Frame 71 PSNR = 39.536366
Frame 72 PSNR = 39.440273
Frame 79 PSNR = 42.25633589588683
Frame 78 PSNR = 40.1707
Frame 77 PSNR = 40.47097
Frame 76 PSNR = 40.01793
Frame 75 PSNR = 40.014633
Frame 74 PSNR = 39.756763
Frame 73 PSNR = 39.59909
Frame 80 PSNR = 40.111908
Frame 81 PSNR = 40.36997
Frame 82 PSNR = 39.93107
Frame 83 PSNR = 39.8026
Frame 84 PSNR = 39.524803
Frame 85 PSNR = 39.281128
Frame 92 PSNR = 42.19957896116385
Frame 91 PSNR = 39.51374
Frame 90 PSNR = 39.68463
Frame 89 PSNR = 39.491272
Frame 88 PSNR = 39.466156
Frame 87 PSNR = 39.23922
Frame 86 PSNR = 39.152756
Frame 93 PSNR = 39.51499
Frame 94 PSNR = 39.74352
Frame 95 PSNR = 39.489616
Frame 96 PSNR = 39.458942
Frame 97 PSNR = 39.28251
Frame 98 PSNR = 39.08778
Frame 99 PSNR = 39.241318
Frame 100 PSNR = 39.3317
Average PSNR: 39.88959201736677
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:524: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:532: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Frame 3 mv_bits = 11312
Frame 4 mv_bits = 8320
Frame 5 mv_bits = 8400
Frame 6 mv_bits = 7424
Frame 7 mv_bits = 5952
Frame 12 mv_bits = 10688
Frame 11 mv_bits = 8480
Frame 10 mv_bits = 6704
Frame 9 mv_bits = 5344
Frame 8 mv_bits = 4824
Frame 16 mv_bits = 9648
Frame 17 mv_bits = 7856
Frame 18 mv_bits = 6856
Frame 19 mv_bits = 6000
Frame 20 mv_bits = 5016
Frame 25 mv_bits = 10464
Frame 24 mv_bits = 8888
Frame 23 mv_bits = 6968
Frame 22 mv_bits = 6152
Frame 21 mv_bits = 5120
Frame 29 mv_bits = 9248
Frame 30 mv_bits = 7240
Frame 31 mv_bits = 5512
Frame 32 mv_bits = 4816
Frame 33 mv_bits = 4928
Frame 38 mv_bits = 10048
Frame 37 mv_bits = 7800
Frame 36 mv_bits = 6288
Frame 35 mv_bits = 6912
Frame 34 mv_bits = 4984
Frame 42 mv_bits = 10576
Frame 43 mv_bits = 8552
Frame 44 mv_bits = 6568
Frame 45 mv_bits = 5808
Frame 46 mv_bits = 6576
Frame 51 mv_bits = 9888
Frame 50 mv_bits = 7560
Frame 49 mv_bits = 6840
Frame 48 mv_bits = 6264
Frame 47 mv_bits = 7472
Frame 55 mv_bits = 9376
Frame 56 mv_bits = 7536
Frame 57 mv_bits = 6064
Frame 58 mv_bits = 5688
Frame 59 mv_bits = 4992
Frame 64 mv_bits = 9000
Frame 63 mv_bits = 7256
Frame 62 mv_bits = 6216
Frame 61 mv_bits = 5384
Frame 60 mv_bits = 5176
Frame 68 mv_bits = 8648
Frame 69 mv_bits = 6584
Frame 70 mv_bits = 5328
Frame 71 mv_bits = 4816
Frame 72 mv_bits = 4048
Frame 77 mv_bits = 7776
Frame 76 mv_bits = 6232
Frame 75 mv_bits = 4952
Frame 74 mv_bits = 4448
Frame 73 mv_bits = 3800
Frame 81 mv_bits = 8160
Frame 82 mv_bits = 6728
Frame 83 mv_bits = 5600
Frame 84 mv_bits = 5200
Frame 85 mv_bits = 5048
Frame 90 mv_bits = 10408
Frame 89 mv_bits = 7744
Frame 88 mv_bits = 6152
Frame 87 mv_bits = 5728
Frame 86 mv_bits = 4888
Frame 94 mv_bits = 10336
Frame 95 mv_bits = 8832
Frame 96 mv_bits = 7040
Frame 97 mv_bits = 7232
Frame 98 mv_bits = 7344
Frame 99 mv_bits = 9160
Frame 100 mv_bits = 8720
Frame 3 res_bits = 32224
Frame 4 res_bits = 30800
Frame 5 res_bits = 30296
Frame 6 res_bits = 23992
Frame 7 res_bits = 18648
Frame 12 res_bits = 31704
Frame 11 res_bits = 34448
Frame 10 res_bits = 27528
Frame 9 res_bits = 23632
Frame 8 res_bits = 16392
Frame 16 res_bits = 31392
Frame 17 res_bits = 32624
Frame 18 res_bits = 26064
Frame 19 res_bits = 23312
Frame 20 res_bits = 15056
Frame 25 res_bits = 31256
Frame 24 res_bits = 28960
Frame 23 res_bits = 26216
Frame 22 res_bits = 21616
Frame 21 res_bits = 17168
Frame 29 res_bits = 29024
Frame 30 res_bits = 27224
Frame 31 res_bits = 21936
Frame 32 res_bits = 16040
Frame 33 res_bits = 15112
Frame 38 res_bits = 29240
Frame 37 res_bits = 28800
Frame 36 res_bits = 22920
Frame 35 res_bits = 25568
Frame 34 res_bits = 17216
Frame 42 res_bits = 32400
Frame 43 res_bits = 35400
Frame 44 res_bits = 28336
Frame 45 res_bits = 26016
Frame 46 res_bits = 21912
Frame 51 res_bits = 35528
Frame 50 res_bits = 32400
Frame 49 res_bits = 29864
Frame 48 res_bits = 24296
Frame 47 res_bits = 22080
Frame 55 res_bits = 32000
Frame 56 res_bits = 31760
Frame 57 res_bits = 27608
Frame 58 res_bits = 23664
Frame 59 res_bits = 16864
Frame 64 res_bits = 29464
Frame 63 res_bits = 29856
Frame 62 res_bits = 26232
Frame 61 res_bits = 22712
Frame 60 res_bits = 16928
Frame 68 res_bits = 26128
Frame 69 res_bits = 26920
Frame 70 res_bits = 22288
Frame 71 res_bits = 19896
Frame 72 res_bits = 12512
Frame 77 res_bits = 21504
Frame 76 res_bits = 22712
Frame 75 res_bits = 18720
Frame 74 res_bits = 15392
Frame 73 res_bits = 11216
Frame 81 res_bits = 23712
Frame 82 res_bits = 25240
Frame 83 res_bits = 23976
Frame 84 res_bits = 21352
Frame 85 res_bits = 17808
Frame 90 res_bits = 34968
Frame 89 res_bits = 34408
Frame 88 res_bits = 31456
Frame 87 res_bits = 26736
Frame 86 res_bits = 18000
Frame 94 res_bits = 35824
Frame 95 res_bits = 35064
Frame 96 res_bits = 29432
Frame 97 res_bits = 26192
Frame 98 res_bits = 21896
Frame 99 res_bits = 48536
Frame 100 res_bits = 39840
Average bpp: 0.08925503472222222
